Name,Location,Year,Car_Age,Price
Mitsubishi Cedia Sports,Pune,2009,16,3.0
Renault Pulse Petrol RxL,Delhi,2016,9,4.25
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,9,6.3
Maruti Baleno RS Petrol,Kochi,2018,7,8.15
Hyundai i10 Magna,Kochi,2012,13,3.22
Hyundai i20 1.2 Spotz,Kochi,2018,7,7.65
BMW Z4 2009-2013 35i,Delhi,2011,14,30.0
Hyundai i10 Sportz 1.2,Pune,2010,15,2.3
Mini Cooper S Carbon Edition,Delhi,2012,13,22.0
Honda Brio V MT,Pune,2012,13,3.28
Maruti Ciaz ZXi Option,Kochi,2016,9,7.09
Maruti Swift Dzire ZDi,Coimbatore,2013,12,6.46
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,13,4.0
BMW X1 sDrive20d,Delhi,2011,14,11.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,9,49.79
Ford Figo 1.5D Trend MT,Kolkata,2015,10,4.8
BMW 3 Series Luxury Line,Bangalore,2017,8,35.0
Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,14,21.99
Maruti Wagon R LX BSIII,Mumbai,2007,18,1.1
Maruti Baleno Zeta 1.2,Delhi,2018,7,6.6
Maruti Dzire VXI,Pune,2013,12,4.5
Chevrolet Aveo U-VA 1.2 LT,Pune,2009,16,1.0
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,8,6.9
Land Rover Freelander 2 TD4 SE,Hyderabad,2012,13,16.75
Audi Q5 30 TDI quattro Premium,Mumbai,2015,10,25.49
Audi A6 35 TDI Matrix,Chennai,2015,10,35.5
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,7,6.28
Mahindra Scorpio SLE BSIV,Delhi,2012,13,4.88
Tata Bolt Quadrajet XE,Hyderabad,2016,9,3.7
Hyundai EON Era Plus,Kochi,2015,10,3.45
Mahindra Scorpio S8 8 Seater,Kochi,2016,9,10.23
Honda Accord 2001-2003 2.0 AT,Bangalore,2010,15,6.5
Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,9,6.15
Maruti Eeco 7 Seater Standard,Mumbai,2014,11,2.9
Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,9,5.5
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,8,31.0
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,10,4.25
Maruti Swift VDI,Kochi,2016,9,5.48
Hyundai i20 1.2 Asta Option,Bangalore,2016,9,7.25
Maruti Swift Dzire VXi,Hyderabad,2012,13,3.0
BMW 3 Series 320d Luxury Line,Hyderabad,2015,10,29.5
Honda City ZX GXi,Mumbai,2007,18,1.49
Hyundai i10 Sportz 1.2 AT,Pune,2013,12,3.65
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,7,10.9
Maruti Celerio ZXI MT,Bangalore,2015,10,4.3
Maruti Ertiga VDI,Pune,2012,13,6.11
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,10,15.5
Honda City i VTEC SV,Mumbai,2016,9,6.9
Maruti Swift Dzire VXI,Bangalore,2012,13,4.69
Maruti Ritz LXi,Kochi,2011,14,3.19
Hyundai i20 Sportz AT 1.4,Pune,2012,13,3.75
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,6,8.6
Honda City 1.5 E MT,Chennai,2011,14,3.85
Porsche Cayenne S Diesel,Coimbatore,2016,9,67.83
Honda Amaze VX i-VTEC,Coimbatore,2019,6,9.31
Honda Civic 2006-2010 1.8 S AT,Pune,2008,17,3.0
Hyundai i20 Magna 1.2,Bangalore,2015,10,5.5
Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,8,13.3
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,12,23.0
Maruti Alto 800 2016-2019 LXI,Mumbai,2018,7,3.35
BMW X1 sDrive 20d Exclusive,Chennai,2012,13,10.0
Hyundai i10 Magna,Delhi,2013,12,2.95
Volkswagen Ameo 1.5 TDI Highline,Pune,2016,9,6.75
Volkswagen Polo Petrol Highline 1.2L,Pune,2010,15,2.44
Maruti Ciaz VXi Plus,Mumbai,2015,10,5.85
Volkswagen Polo GT TSI,Kochi,2015,10,7.4
Hyundai Xcent 1.1 CRDi Base,Pune,2016,9,3.8
Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,17,3.8
Honda City ZX GXi,Kolkata,2008,17,2.7
Mahindra Bolero ZLX,Jaipur,2016,9,7.21
Honda City i VTEC V,Hyderabad,2016,9,7.9
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,8,4.2
Renault Duster 110PS Diesel RxL,Mumbai,2014,11,5.75
Maruti A-Star AT VXI,Hyderabad,2013,12,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,11,25.75
Mahindra XUV500 W8 2WD,Coimbatore,2018,7,16.59
Renault Pulse Petrol RxZ,Coimbatore,2014,11,4.69
BMW 3 Series 320d,Mumbai,2009,16,7.5
Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,9,16.5
Honda City 1.5 S MT,Kolkata,2009,16,1.99
Maruti Swift VDI,Chennai,2014,11,5.25
Renault Duster 110PS Diesel RxZ Plus,Mumbai,2013,12,5.4
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2014,11,3.9
Hyundai i20 Active 1.2 S,Mumbai,2015,10,5.8
BMW 5 Series 2013-2017 520d Luxury Line,Pune,2014,11,30.5
Maruti Swift Dzire LDI,Hyderabad,2017,8,5.6
Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,2012,13,23.0
Maruti Swift LDI,Jaipur,2015,10,5.15
Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,8,9.48
Tata Nano XTA,Bangalore,2016,9,2.38
Maruti Swift Dzire LXi,Hyderabad,2009,16,3.8
Hyundai i20 Asta Option 1.2,Delhi,2015,10,5.5
Hyundai i20 1.2 Sportz,Hyderabad,2010,15,3.55
Maruti Ciaz ZXi,Mumbai,2015,10,6.35
Land Rover Range Rover 2.2L Prestige,Delhi,2015,10,36.0
Tata Indigo LX BSII,Hyderabad,2005,20,1.1
Tata Zest Revotron 1.2T XM,Mumbai,2014,11,3.7
Mahindra XUV500 W10 1.99 mHawk,Delhi,2016,9,13.5
Honda Accord 2.4 AT,Mumbai,2008,17,2.85
Tata Nano Twist XT,Coimbatore,2015,10,2.13
Hyundai Elantra CRDi S,Ahmedabad,2015,10,7.75
Tata Indica V2 eLS,Chennai,2017,8,2.85
Honda Amaze S i-Dtech,Jaipur,2014,11,4.95
Mahindra XUV500 W8 2WD,Kochi,2012,13,6.2
BMW X3 xDrive 20d Expedition,Pune,2013,12,17.5
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,15,2.25
Maruti Baleno Zeta 1.2,Delhi,2017,8,6.75
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,9,9.73
Maruti Ertiga VDI,Kochi,2018,7,8.49
Mini Cooper S Carbon Edition,Mumbai,2013,12,25.0
Maruti Ritz ZDi,Coimbatore,2015,10,5.59
Skoda Laura L n K 1.9 PD AT,Mumbai,2011,14,4.8
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,11,5.45
Hyundai i20 2015-2017 Sportz 1.2,Pune,2017,8,6.5
Honda Brio E MT,Chennai,2015,10,4.35
Honda Amaze S i-Dtech,Kolkata,2013,12,3.75
BMW 5 Series 2003-2012 520d,Pune,2010,15,12.0
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,2014,11,32.0
Hyundai Grand i10 CRDi Magna,Jaipur,2015,10,4.0
Nissan Micra Diesel XV,Kolkata,2011,14,2.6
Hyundai Grand i10 Sportz,Jaipur,2016,9,4.45
Hyundai EON Era,Pune,2015,10,2.6
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,14,16.0
Land Rover Range Rover 2.2L Pure,Delhi,2014,11,32.5
Mahindra Ssangyong Rexton RX7,Mumbai,2016,9,13.85
Maruti Ciaz 1.4 Delta,Coimbatore,2018,7,8.76
Mercedes-Benz R-Class R350 4Matic Long,Kochi,2014,11,23.68
Maruti Dzire AMT VXI,Chennai,2017,8,5.5
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,2013,12,65.81
Renault Duster 110PS Diesel RxZ,Kolkata,2013,12,4.99
Hyundai Verna 1.6 SX,Chennai,2013,12,5.7
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,9,11.99
BMW 3 Series Sport,Mumbai,2016,9,29.99
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,2018,7,9.5
Maruti Swift VDI BSIV,Hyderabad,2014,11,5.5
Hyundai Santa Fe 4x4 AT,Bangalore,2016,9,23.0
Tata Indica V2 DLS,Hyderabad,2013,12,2.95
Hyundai Grand i10 CRDi Sportz,Kochi,2015,10,4.9
Maruti Wagon R VXI AMT,Delhi,2016,9,4.25
Mahindra XUV500 W10 2WD,Kochi,2018,7,16.36
Audi A4 2.0 TDI,Kolkata,2009,16,9.95
Volkswagen Vento Diesel Highline,Bangalore,2012,13,5.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,9,8.25
Maruti Zen LX,Chennai,2002,23,0.95
Hyundai i10 Era,Kochi,2016,9,4.01
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,6,8.2
Honda City i DTEC VX,Chennai,2014,11,6.2
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,13,16.75
Mahindra XUV500 AT W10 FWD,Delhi,2017,8,16.5
Ford Figo Diesel ZXI,Kolkata,2012,13,3.5
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2017,8,5.43
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,8,30.35
Nissan Sunny XL CVT,Hyderabad,2014,11,7.99
Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,2011,14,3.59
Chevrolet Beat Diesel LT,Chennai,2012,13,1.9
Toyota Camry W2 (AT),Chennai,2009,16,4.7
Renault Duster 110PS Diesel RxZ,Chennai,2012,13,7.25
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,9,24.46
Tata Zest Revotron 1.2T XMS,Pune,2014,11,3.9
Hyundai i20 1.2 Magna,Coimbatore,2013,12,5.15
Maruti Wagon R VXI AMT1.2,Mumbai,2015,10,3.65
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,9,5.0
Honda City 1.5 S MT,Kolkata,2009,16,2.3
Hyundai Accent GLE,Pune,2001,24,0.75
Hyundai Verna Xi (Petrol),Kochi,2009,16,1.85
Ford Figo Petrol ZXI,Kolkata,2010,15,1.8
Honda Amaze S i-Dtech,Kochi,2014,11,4.41
Maruti Wagon R LX BSII,Chennai,2006,19,2.0
Mercedes-Benz E-Class Facelift,Bangalore,2014,11,31.75
Audi A6 2011-2015 35 TDI Technology,Bangalore,2015,10,32.0
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2010,15,21.0
Maruti Swift Dzire LDi,Ahmedabad,2010,15,2.75
Toyota Corolla H2,Coimbatore,2005,20,2.64
Mahindra Scorpio S10 7 Seater,Kochi,2018,7,14.19
Maruti Wagon R VXI,Jaipur,2017,8,3.85
Toyota Fortuner 4x2 Manual,Delhi,2014,11,15.5
Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2010,15,1.9
Tata Nano CX,Kochi,2014,11,1.26
Hyundai i20 Magna,Chennai,2009,16,2.4
BMW 3 Series 320d,Bangalore,2010,15,11.5
Mahindra XUV500 W6 2WD,Jaipur,2014,11,8.25
Volkswagen Vento IPL II Petrol Trendline,Pune,2011,14,2.75
Skoda Fabia 1.2 MPI Classic,Delhi,2009,16,1.4
Tata Nano Twist XT,Coimbatore,2015,10,2.9
Ford Figo Diesel EXI,Chennai,2011,14,2.4
Volkswagen Vento IPL II Petrol Highline AT,Pune,2013,12,4.75
Land Rover Range Rover HSE Dynamic,Kochi,2018,7,44.76
Honda City i DTEC SV,Kochi,2015,10,6.22
Renault KWID Climber 1.0 AMT,Chennai,2018,7,4.5
Hyundai Grand i10 Asta Option,Mumbai,2015,10,4.25
Chevrolet Cruze LTZ AT,Hyderabad,2011,14,5.5
Hyundai i20 1.4 Asta,Mumbai,2017,8,6.95
Maruti Alto K10 VXI AGS,Coimbatore,2018,7,4.56
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,9,13.82
Honda Amaze VX i-Vtech,Mumbai,2016,9,5.65
Hyundai i20 Active 1.4 SX Dual Tone,Kochi,2016,9,6.2
Maruti Celerio VXI,Delhi,2014,11,3.25
Audi A4 2.0 TDI,Kolkata,2009,16,8.5
Hyundai Verna 1.4 CRDi,Bangalore,2016,9,7.25
Renault Fluence Diesel E4,Pune,2013,12,4.61
Volkswagen Polo 1.2 MPI Highline,Delhi,2016,9,5.3
Tata Indigo LX,Ahmedabad,2012,13,1.9
Hyundai i10 Sportz,Kochi,2012,13,3.09
BMW 7 Series 730Ld Sedan,Mumbai,2007,18,9.5
Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,10,12.65
Hyundai Grand i10 Magna,Delhi,2016,9,4.25
Maruti Ritz VDi,Hyderabad,2011,14,2.95
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,19,3.45
Hyundai i10 Era,Hyderabad,2011,14,3.3
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,11,8.0
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,16,2.71
Maruti Zen Estilo LXI BSIII,Hyderabad,2012,13,2.7
Maruti Swift Dzire VDI,Mumbai,2012,13,4.5
Toyota Fortuner 4x2 Manual,Delhi,2015,10,18.75
Maruti Swift VDI,Pune,2014,11,5.25
Maruti Dzire LDI,Pune,2017,8,6.0
Hyundai Grand i10 Asta,Kolkata,2014,11,3.14
Renault KWID RXL,Jaipur,2016,9,2.55
Tata Indigo CS eGLX BS IV,Jaipur,2012,13,2.3
Ford Figo Diesel Titanium,Hyderabad,2014,11,5.65
Porsche Cayenne 2009-2014 Diesel,Kochi,2015,10,48.22
Maruti Alto K10 VXI,Jaipur,2016,9,3.0
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,10,7.5
Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,20,2.6
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,7,61.25
Honda City 1.5 V MT,Chennai,2009,16,3.5
Mini Cooper 3 DOOR S,Kochi,2016,9,28.95
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,10,15.0
Maruti Swift Dzire VDi,Jaipur,2012,13,4.25
Bentley Continental Flying Spur,Hyderabad,2006,19,59.0
Maruti Ertiga VDI,Pune,2013,12,6.6
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,18,5.2
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,15,10.0
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,9,35.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,8,8.75
Toyota Etios Liva 1.2 G,Coimbatore,2015,10,4.57
Hyundai i10 Magna 1.2,Delhi,2012,13,2.5
Land Rover Freelander 2 SE,Kochi,2014,11,20.11
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,14,7.8
Hyundai i20 1.2 Magna,Coimbatore,2011,14,3.61
Nissan Micra XV CVT,Mumbai,2015,10,4.6
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,10,85.0
Honda City 1.5 V AT,Kolkata,2015,10,5.25
Honda Amaze E i-Dtech,Delhi,2013,12,3.3
Toyota Fortuner 3.0 Diesel,Bangalore,2013,12,17.75
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,9,35.0
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,9,13.39
Chevrolet Beat Diesel LT,Chennai,2012,13,2.5
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,8,18.36
Maruti Swift Dzire VDI,Jaipur,2015,10,5.95
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,10,11.0
Land Rover Range Rover Sport SE,Delhi,2014,11,64.75
Honda Amaze VX i-DTEC,Hyderabad,2017,8,6.3
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,8,11.94
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,11,5.95
Honda City i DTec VX,Ahmedabad,2017,8,11.0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,8,12.53
Ford Figo Diesel Titanium,Bangalore,2012,13,3.75
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,11,27.0
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,13,9.95
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,12,4.2
Maruti Ritz VXI,Delhi,2010,15,2.0
Hyundai Grand i10 Sportz,Kolkata,2013,12,3.25
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,8,34.0
BMW 5 Series 520d Luxury Line,Coimbatore,2016,9,30.37
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,7,12.6
Renault KWID RXT Optional,Kochi,2019,6,5.09
Audi A4 3.0 TDI Quattro,Bangalore,2014,11,24.5
Maruti Ciaz VDI SHVS,Kochi,2018,7,7.97
Honda Jazz S,Delhi,2011,14,2.9
BMW 3 Series 320d Luxury Line,Kochi,2016,9,21.33
Hyundai Verna SX CRDi AT,Bangalore,2012,13,6.5
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,9,12.15
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,11,4.25
BMW 3 Series Luxury Line,Coimbatore,2017,8,35.84
Honda CR-V Petrol 2WD,Chennai,2004,21,3.0
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,13,6.75
Hyundai i20 Asta 1.2,Bangalore,2014,11,5.65
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,12,7.5
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,7,13.34
Maruti Ciaz VDI SHVS,Hyderabad,2016,9,7.9
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,10,6.98
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11,5.75
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,13,2.65
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,14,2.49
Maruti SX4 Vxi BSIII,Pune,2007,18,1.5
Honda Mobilio RS Option i DTEC,Kochi,2016,9,6.5
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,12,8.0
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,6,30.85
Volvo XC60 D4 SUMMUM,Kochi,2014,11,17.15
Maruti Celerio VXI AT,Hyderabad,2014,11,4.55
Maruti Ciaz ZDi Plus,Hyderabad,2015,10,7.4
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12,25.64
BMW X1 sDrive 20d Sportline,Kolkata,2013,12,13.5
Ford Figo Petrol ZXI,Bangalore,2013,12,3.55
Hyundai Elantra CRDi SX,Ahmedabad,2018,7,15.0
Hyundai Verna 1.6 i ABS,Pune,2007,18,1.95
Honda Civic 2006-2010 1.8 S MT,Pune,2006,19,2.3
Toyota Fortuner 4x4 MT,Chennai,2013,12,15.0
Hyundai i10 Sportz,Chennai,2012,13,3.15
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,13,5.0
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,12,24.75
Chevrolet Optra Magnum 2.0 LT,Pune,2008,17,2.6
Hyundai i10 Asta,Ahmedabad,2011,14,3.75
Skoda Laura Ambiente,Ahmedabad,2009,16,4.85
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,12,27.0
Honda Amaze SX i-DTEC,Kolkata,2014,11,3.0
BMW X1 xDrive 20d xLine,Delhi,2017,8,28.75
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,9,14.49
Porsche Panamera 2010 2013 Diesel,Delhi,2013,12,72.0
Nissan Sunny XV D,Chennai,2012,13,4.0
Maruti Swift Dzire LDI,Delhi,2015,10,4.5
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,6,6.25
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,10,11.5
Honda Accord 2.4 Inspire M/T,Pune,2009,16,3.1
Honda City i VTEC V,Mumbai,2018,7,10.11
Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6,11.54
Maruti Wagon R LX BSII,Delhi,2006,19,1.0
Maruti Swift Dzire Tour LDI,Kolkata,2013,12,2.5
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,14,18.0
Toyota Etios Cross 1.4 GD,Coimbatore,2018,7,6.85
Hyundai i10 Era 1.1 iTech SE,Kochi,2012,13,2.97
Hyundai Verna 1.6 VTVT,Pune,2013,12,4.75
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,7,7.38
BMW 5 Series 520d Sport Line,Delhi,2017,8,42.75
Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,15,3.65
Hyundai Grand i10 Asta Option AT,Kochi,2017,8,5.99
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,13,13.5
Maruti Baleno Zeta Automatic,Chennai,2016,9,7.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,9,10.95
Hyundai i10 Sportz,Pune,2013,12,2.95
Tata Tigor XE Diesel,Ahmedabad,2017,8,5.5
Skoda Superb Style 1.8 TSI AT,Kochi,2017,8,17.08
Maruti Swift Dzire VDI,Hyderabad,2015,10,6.85
Honda CR-V 2.0 AT,Jaipur,2014,11,10.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,15,8.75
Honda City 1.5 V MT,Kolkata,2010,15,2.7
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,13,4.25
Toyota Etios 1.4 VXD,Pune,2018,7,7.9
Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,14,4.5
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,13,4.0
Honda City 1.5 V MT Exclusive,Delhi,2012,13,4.75
Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,7,7.65
Chevrolet Optra 1.6 LT Royale,Kochi,2013,12,3.47
Honda Amaze S i-Vtech,Kochi,2016,9,5.64
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,12,2.95
Maruti Swift VDI,Jaipur,2016,9,5.65
Ford Endeavour 3.0L 4X4 AT,Kochi,2012,13,8.41
Maruti Baleno LXI,Pune,2006,19,0.85
Maruti Wagon R LX,Pune,2003,22,0.8
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,11,5.65
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,12,4.5
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,10,6.9
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,12,4.0
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,10,5.6
Maruti Eeco 7 Seater Standard,Delhi,2016,9,2.2
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,12,4.0
Toyota Fortuner 4x4 MT,Jaipur,2014,11,16.0
Hyundai Creta 1.6 CRDi SX,Mumbai,2016,9,12.6
Hyundai i20 Magna Optional 1.2,Kochi,2014,11,4.79
Honda City i DTEC V,Kochi,2016,9,6.83
Maruti 800 Std,Jaipur,2002,23,0.51
Ford Ikon 1.3 Flair,Pune,2006,19,0.69
Maruti Swift Dzire LXI,Delhi,2015,10,4.65
Honda City 1.5 V MT Sunroof,Kolkata,2014,11,6.49
Hyundai Verna CRDi,Chennai,2009,16,2.9
Hyundai Verna 1.6 SX VTVT,Delhi,2016,9,7.4
Renault KWID RXT,Bangalore,2016,9,3.25
Maruti Wagon R LXI,Ahmedabad,2008,17,1.95
Hyundai Grand i10 Sportz,Jaipur,2015,10,4.0
Hyundai i20 1.2 Asta,Delhi,2017,8,6.85
Honda Amaze S i-Vtech,Coimbatore,2015,10,5.45
Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,18,1.99
Hyundai Verna SX CRDi AT,Hyderabad,2014,11,8.99
Toyota Etios VD SP,Kolkata,2014,11,6.5
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,7,9.27
Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,10,6.99
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,6,36.76
Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,8,17.08
Chevrolet Beat Diesel LS,Kolkata,2013,12,2.8
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,14,2.49
Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,9,8.85
Honda City V MT,Ahmedabad,2011,14,4.15
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,8,10.0
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8,4.75
Renault KWID AMT RXL,Jaipur,2017,8,3.2
Maruti Alto 800 LXI,Kochi,2017,8,3.28
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,12,7.5
Maruti Baleno Zeta,Coimbatore,2018,7,7.39
Maruti Ritz VDi,Pune,2013,12,3.65
Mercedes-Benz E-Class 280 CDI,Chennai,2007,18,11.0
Maruti Ritz VDi,Kolkata,2012,13,3.0
Chevrolet Beat Diesel LT,Chennai,2012,13,2.25
Maruti SX4 Vxi BSIV,Kochi,2010,15,2.83
Maruti Omni 5 Seater BSIV,Coimbatore,2019,6,4.11
Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,11,14.7
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,12,25.0
Chevrolet Beat Diesel LS,Bangalore,2015,10,2.35
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,8,6.41
Honda City i-VTEC VX,Ahmedabad,2012,13,5.75
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,9,17.55
Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,10,10.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,13,3.16
Audi A4 2.0 TDI,Bangalore,2014,11,22.5
Hyundai i10 Magna 1.1,Kochi,2015,10,3.55
BMW 3 Series 320i Sedan,Kochi,2010,15,9.86
BMW 7 Series 730Ld,Chennai,2013,12,45.0
Hyundai Verna 1.6 SX VTVT,Kochi,2017,8,7.99
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,8,6.5
Chevrolet Aveo 1.4 LS,Kolkata,2007,18,0.75
Chevrolet Cruze LTZ,Coimbatore,2018,7,9.87
Hyundai i20 1.4 Sportz,Kochi,2018,7,6.36
Honda BRV i-VTEC V CVT,Mumbai,2017,8,9.5
Hyundai Xcent 1.2 Kappa SX,Kochi,2017,8,6.05
Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,10,5.5
Maruti Alto LXi,Kolkata,2007,18,1.25
Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,10,11.99
Hyundai i10 Sportz 1.2 AT,Mumbai,2010,15,2.5
Honda City i-VTEC CVT V,Kochi,2019,6,11.66
Maruti Zen LX,Jaipur,1998,27,0.53
Maruti Wagon R LXI BS IV,Kolkata,2015,10,3.1
Ford Figo Diesel Titanium,Hyderabad,2012,13,2.6
Honda Amaze S i-Vtech,Kochi,2015,10,5.09
Hyundai Accent GLE,Hyderabad,2008,17,2.3
Hyundai Verna 1.6 SX CRDi (O),Pune,2012,13,6.0
Maruti Swift ZDi,Ahmedabad,2013,12,4.4
Mercedes-Benz B Class B180,Delhi,2013,12,11.0
